Country,year,Population,area
Armenia,2000,3076098.0,29740.0
Aruba,2000,90858.0,180.0
Australia,2000,19107251.0,7741220.0
Austria,2000,8050884.0,83870.0
Azerbaijan,2000,8117742.0,86600.0
Bahamas,2000,297891.0,13880.0
Bahrain,2000,666855.0,710.0
Bangladesh,2000,131280739.0,144000.0
Barbados,2000,269838.0,430.0
Belarus,2000,9952055.0,207600.0
Belgium,2000,10268380.0,30530.0
Belize,2000,247312.0,22970.0
Benin,2000,6949366.0,112620.0
Bermuda,2000,64035.0,50.0
Bhutan,2000,564187.0,40070.0
Bolivia,2000,8339512.0,1098580.0
Bosnia-Herzegovina,2000,3792878.0,51210.0
Botswana,2000,1736579.0,581730.0
Brazil,2000,175786441.0,8514880.0
Brunei,2000,330554.0,5770.0
Bulgaria,2000,8000510.0,110990.0
Burkina Faso,2000,11607944.0,274220.0
Burundi,2000,6767073.0,27830.0
Cambodia,2000,12197905.0,181040.0
Cameroon,2000,15927713.0,475440.0
Canada,2000,30701903.0,9984670.0
Cape Verde,2000,438737.0,4030.0
Cayman Islands,2000,41685.0,260.0
Chad,2000,8343321.0,1284000.0
Channel Islands,2000,148725.0,190.0
Chile,2000,15170387.0,756090.0
China,2000,1269974572.0,9599990.0
Colombia,2000,40403959.0,1141750.0
Comoros,2000,547696.0,1860.0
"Congo, Dem. Rep.",2000,48048664.0,2344860.0
"Congo, Rep.",2000,3109269.0,342000.0
Costa Rica,2000,3925450.0,51100.0
Cote d'Ivoire,2000,16517948.0,322460.0
Croatia,2000,4428069.0,56540.0
Cuba,2000,11116787.0,109890.0
Cyprus,2000,943287.0,9250.0
Denmark,2000,5338283.0,43090.0
Djibouti,2000,722562.0,23200.0
Dominica,2000,69679.0,750.0
Ecuador,2000,12628596.0,256370.0
Egypt,2000,68334905.0,1001450.0
El Salvador,2000,5811836.0,21040.0
Equatorial Guinea,2000,530896.0,28050.0
Eritrea,2000,3535156.0,117600.0
Estonia,2000,1399145.0,45230.0
Ethiopia,2000,66443603.0,1104300.0
Faeroe Islands,2000,46491.0,1390.0
Fiji,2000,811223.0,18270.0
Finland,2000,5176482.0,338150.0
France,2000,59387183.0,549190.0
French Polynesia,2000,237267.0,4000.0
Gabon,2000,1231548.0,267670.0
Gambia,2000,1228863.0,11300.0
Georgia,2000,4743591.0,69700.0
Germany,2000,81895925.0,357030.0
Ghana,2000,18824994.0,238540.0
Gibraltar,2000,27351.0,10.0
Greece,2000,10954032.0,131960.0
Greenland,2000,56174.0,410450.0
Grenada,2000,101620.0,340.0
Guam,2000,155328.0,540.0
Guatemala,2000,11688660.0,108890.0
Guinea,2000,8799165.0,245860.0
Guinea-Bissau,2000,1315455.0,36130.0
Guyana,2000,742218.0,214970.0
Haiti,2000,8549202.0,27750.0
Honduras,2000,6243080.0,112490.0
"Hong Kong, China",2000,6783502.0,1092.0
Hungary,2000,10224113.0,93030.0
Iceland,2000,281214.0,103000.0
India,2000,1053481072.0,3287260.0
Indonesia,2000,211540428.0,1904570.0
Iran,2000,65850062.0,1745150.0
Iraq,2000,23574751.0,438320.0
Ireland,2000,3841574.0,70280.0
Isle of Man,2000,76806.0,570.0
Israel,2000,6013711.0,22070.0
Italy,2000,57147081.0,301340.0
Jamaica,2000,2600095.0,10990.0
Japan,2000,125714674.0,377800.0
Jordan,2000,4767476.0,88780.0
Kazakhstan,2000,14956769.0,2724900.0
Kenya,2000,31065820.0,580370.0
Kiribati,2000,84406.0,810.0
Kosovo,2000,2608347.0,10887.0
Kuwait,2000,1929470.0,17820.0
Kyrgyzstan,2000,4954850.0,199950.0
Laos,2000,5342879.0,236800.0
Latvia,2000,2371481.0,64550.0
Lebanon,2000,3235380.0,10450.0
Lesotho,2000,1856225.0,30360.0
Liberia,2000,2891968.0,111370.0
Libya,2000,5337264.0,1759540.0
Liechtenstein,2000,33282.0,160.0
Lithuania,2000,3486373.0,65300.0
Luxembourg,2000,436107.0,2590.0
"Macao, China",2000,431907.0,28.0
"Macedonia, FYR",2000,2012051.0,25710.0
Madagascar,2000,15744811.0,587040.0
Malawi,2000,11193230.0,118480.0
Malaysia,2000,23420751.0,330800.0
Maldives,2000,280384.0,300.0
Mali,2000,11046926.0,1240190.0
Malta,2000,387180.0,320.0
Marshall Islands,2000,52161.0,180.0
Mauritania,2000,2711421.0,1030700.0
Mauritius,2000,1185143.0,2040.0
Mayotte,2000,150329.0,370.0
Mexico,2000,102808590.0,1964380.0
"Micronesia, Fed. Sts.",2000,107430.0,700.0
Moldova,2000,4201088.0,33840.0
Monaco,2000,32081.0,2.0
Mongolia,2000,2397438.0,1564120.0
Montenegro,2000,613557.0,13810.0
Morocco,2000,28950553.0,446550.0
Mozambique,2000,18264536.0,799380.0
Myanmar,2000,47669791.0,676590.0
Namibia,2000,1897953.0,824290.0
Nepal,2000,23740145.0,147180.0
Netherlands,2000,15894016.0,41530.0
New Caledonia,2000,209997.0,18580.0
New Zealand,2000,3858234.0,267710.0
Nicaragua,2000,5026792.0,130370.0
Niger,2000,11224523.0,1267000.0
Nigeria,2000,122876723.0,923770.0
Northern Mariana Islands,2000,68434.0,460.0
Norway,2000,4491572.0,323800.0
Oman,2000,2239403.0,309500.0
Pakistan,2000,138250487.0,796100.0
Palau,2000,19174.0,460.0
Panama,2000,3028751.0,75420.0
Papua New Guinea,2000,5374051.0,462840.0
Paraguay,2000,5302703.0,406750.0
Peru,2000,25914875.0,1285220.0
Philippines,2000,77932247.0,300000.0
Poland,2000,38486305.0,312690.0
Portugal,2000,10278542.0,92120.0
Puerto Rico,2000,3796981.0,8870.0
Qatar,2000,593453.0,11590.0
Romania,2000,22128139.0,238390.0
Russia,2000,146400951.0,17098240.0
Rwanda,2000,8021875.0,26340.0
Samoa,2000,174614.0,2840.0
San Marino,2000,27420.0,60.0
Sao Tome and Principe,2000,137164.0,960.0
Saudi Arabia,2000,21392273.0,2149690.0
Senegal,2000,9860578.0,196720.0
Serbia,2000,9463306.0,88360.0
Seychelles,2000,81154.0,460.0
Sierra Leone,2000,4060709.0,71740.0
Singapore,2000,3918183.0,680.0
Slovak Republic,2000,5386065.0,49030.0
Slovenia,2000,1988652.0,20270.0
Solomon Islands,2000,412336.0,28900.0
Somalia,2000,7385416.0,637660.0
South Africa,2000,44896856.0,1219090.0
Spain,2000,40749800.0,505000.0
Sri Lanka,2000,18783745.0,65610.0
Sudan,2000,28079664.0,2505810.0
Suriname,2000,480751.0,163820.0
Swaziland,2000,1063715.0,17360.0
Sweden,2000,8872284.0,450300.0
Switzerland,2000,7165581.0,41280.0
Syria,2000,16354050.0,185180.0
Tajikistan,2000,6186152.0,142550.0
Tanzania,2000,33991590.0,947300.0
Thailand,2000,62693322.0,513120.0
East Timor,2000,847185.0,14870.0
Togo,2000,4874735.0,56790.0
Tonga,2000,97898.0,750.0
Trinidad and Tobago,2000,1267980.0,5130.0
Tunisia,2000,9699192.0,163610.0
Turkey,2000,63240157.0,783560.0
Turkmenistan,2000,4501419.0,488100.0
Turks and Caicos Islands,2000,18876.0,950.0
Tuvalu,2000,9419.0,30.0
Uganda,2000,23757636.0,241550.0
Ukraine,2000,48746269.0,603550.0
United Arab Emirates,2000,3050128.0,83600.0
United Kingdom,2000,58867004.0,243610.0
United States,2000,282895741.0,9632030.0
Uruguay,2000,3321242.0,176220.0
Uzbekistan,2000,24518222.0,447400.0
Vanuatu,2000,185058.0,12190.0
Venezuela,2000,24481477.0,912050.0
West Bank and Gaza,2000,3223781.0,6020.0
Vietnam,2000,80285563.0,329240.0
Virgin Islands (U.S.),2000,108511.0,350.0
Zambia,2000,10585220.0,752610.0
Zimbabwe,2000,12499981.0,390760.0
Afghanistan,2001,20531160.0,652230.0
Albania,2001,3124093.0,28750.0
Algeria,2001,31590320.0,2381740.0
American Samoa,2001,58176.0,200.0
Andorra,2001,67770.0,470.0
Angola,2001,15562791.0,1246700.0
Antigua & Barbuda,2001,78972.0,440.0
Argentina,2001,37471535.0,2780400.0
Armenia,2001,3060036.0,29740.0
Aruba,2001,92894.0,180.0
Australia,2001,19308681.0,7741220.0
Austria,2001,8078877.0,83870.0
Azerbaijan,2001,8195648.0,86600.0
Bahamas,2001,303138.0,13880.0
Bahrain,2001,694893.0,710.0
Bangladesh,2001,133776064.0,144000.0
Barbados,2001,270686.0,430.0
Belarus,2001,9891535.0,207600.0
Belgium,2001,10311331.0,30530.0
Belize,2001,254989.0,22970.0
Benin,2001,7174911.0,112620.0
Bermuda,2001,64321.0,50.0
Bhutan,2001,580784.0,40070.0
Bolivia,2001,8496378.0,1098580.0
Bosnia-Herzegovina,2001,3799747.0,51210.0
Botswana,2001,1762531.0,581730.0
Brazil,2001,178419396.0,8514880.0
Brunei,2001,337074.0,5770.0
Bulgaria,2001,7934389.0,110990.0
Burkina Faso,2001,11943740.0,274220.0
Burundi,2001,6946720.0,27830.0
Cambodia,2001,12448881.0,181040.0
Cameroon,2001,16349364.0,475440.0
Canada,2001,30991344.0,9984670.0
Cape Verde,2001,447357.0,4030.0
Cayman Islands,2001,43317.0,260.0
Chad,2001,8663599.0,1284000.0
Channel Islands,2001,149797.0,190.0
Chile,2001,15358418.0,756090.0
China,2001,1277188787.0,9599990.0
Colombia,2001,40988909.0,1141750.0
Comoros,2001,561525.0,1860.0
"Congo, Dem. Rep.",2001,49449015.0,2344860.0
"Congo, Rep.",2001,3183883.0,342000.0
Costa Rica,2001,3996800.0,51100.0
Cote d'Ivoire,2001,16865376.0,322460.0
Croatia,2001,4408458.0,56540.0
Cuba,2001,11151472.0,109890.0
Cyprus,2001,961482.0,9250.0
Denmark,2001,5354704.0,43090.0
Djibouti,2001,734088.0,23200.0
Dominica,2001,69660.0,750.0
Ecuador,2001,12852753.0,256370.0
Egypt,2001,69599945.0,1001450.0
El Salvador,2001,5844738.0,21040.0
Equatorial Guinea,2001,549007.0,28050.0
Eritrea,2001,3655006.0,117600.0
Estonia,2001,1391754.0,45230.0
Ethiopia,2001,68393128.0,1104300.0
Faeroe Islands,2001,47012.0,1390.0
Fiji,2001,814215.0,18270.0
Finland,2001,5188446.0,338150.0
France,2001,59711914.0,549190.0
French Polynesia,2001,241276.0,4000.0
Gabon,2001,1260435.0,267670.0
Gambia,2001,1267103.0,11300.0
Georgia,2001,4685769.0,69700.0
Germany,2001,81809438.0,357030.0
Ghana,2001,19293804.0,238540.0
Gibraltar,2001,27580.0,10.0
Greece,2001,10987715.0,131960.0
Greenland,2001,56334.0,410450.0
Grenada,2001,101849.0,340.0
Guam,2001,156417.0,540.0
Guatemala,2001,11976725.0,108890.0
Guinea,2001,8955756.0,245860.0
Guinea-Bissau,2001,1343646.0,36130.0
Guyana,2001,743163.0,214970.0
Haiti,2001,8692564.0,27750.0
Honduras,2001,6371304.0,112490.0
"Hong Kong, China",2001,6836538.0,1092.0
Hungary,2001,10195978.0,93030.0
Iceland,2001,284037.0,103000.0
India,2001,1071888190.0,3287260.0
Indonesia,2001,214448301.0,1904570.0
Iran,2001,66812736.0,1745150.0
Iraq,2001,24258794.0,438320.0
Ireland,2001,3901688.0,70280.0
Isle of Man,2001,77608.0,570.0
Israel,2001,6129980.0,22070.0
Italy,2001,57359179.0,301340.0
Jamaica,2001,2618325.0,10990.0
Japan,2001,125974298.0,377880.0
Jordan,2001,4850227.0,88780.0
Kazakhstan,2001,14942788.0,2724900.0
Kenya,2001,31863280.0,580370.0
Kiribati,2001,85858.0,810.0
Kosovo,2001,2565455.0,10887.0
Kuwait,2001,1990022.0,17820.0
Kyrgyzstan,2001,4998286.0,199950.0
Laos,2001,5424701.0,236800.0
Latvia,2001,2345145.0,64550.0
Lebanon,2001,3359875.0,10450.0
Lesotho,2001,1871489.0,30360.0
Liberia,2001,2998770.0,111370.0
Libya,2001,5428303.0,1759540.0
Liechtenstein,2001,33663.0,160.0
Lithuania,2001,3458923.0,65300.0
Luxembourg,2001,440198.0,2590.0
"Macao, China",2001,438088.0,28.0
"Macedonia, FYR",2001,2021585.0,25710.0
Madagascar,2001,16235767.0,587040.0
Malawi,2001,11491824.0,118480.0
Malaysia,2001,23920963.0,330800.0
Maldives,2001,285298.0,300.0
Mali,2001,11376094.0,1240190.0
Malta,2001,389323.0,320.0
Marshall Islands,2001,52184.0,180.0
Mauritania,2001,2796502.0,1030700.0
Mauritius,2001,1193950.0,2040.0
Mayotte,2001,155755.0,370.0
Mexico,2001,104239563.0,1964380.0
"Micronesia, Fed. Sts.",2001,107170.0,700.0
Moldova,2001,4185513.0,33840.0
Monaco,2001,32364.0,2.0
Mongolia,2001,2419729.0,1564120.0
Montenegro,2001,613239.0,13810.0
Morocco,2001,29250983.0,446550.0
Mozambique,2001,18792357.0,799380.0
Myanmar,2001,48195684.0,676590.0
Namibia,2001,1931005.0,824290.0
Nepal,2001,24140941.0,147180.0
Netherlands,2001,15984365.0,41530.0
New Caledonia,2001,213904.0,18580.0
New Zealand,2001,3906911.0,267710.0
Nicaragua,2001,5100750.0,130370.0
Niger,2001,11642308.0,1267000.0
Nigeria,2001,126014935.0,923770.0
Northern Mariana Islands,2001,68817.0,460.0
Norway,2001,4514907.0,323800.0
Oman,2001,2272547.0,309500.0
Pakistan,2001,141282077.0,796100.0
Palau,2001,19404.0,460.0
Panama,2001,3086887.0,75420.0
Papua New Guinea,2001,5512835.0,462840.0
Paraguay,2001,5406625.0,406750.0
Peru,2001,26261363.0,1285220.0
Philippines,2001,79604541.0,300000.0
Poland,2001,38466543.0,312690.0
Portugal,2001,10320463.0,92120.0
Puerto Rico,2001,3799366.0,8870.0
Qatar,2001,613720.0,11590.0
Romania,2001,21983221.0,238390.0
Russia,2001,145818121.0,17098240.0
Rwanda,2001,8329113.0,26340.0
Samoa,2001,175567.0,2840.0
San Marino,2001,27771.0,60.0
Sao Tome and Principe,2001,140003.0,960.0
Saudi Arabia,2001,22007937.0,2149690.0
Senegal,2001,10118078.0,196720.0
Serbia,2001,9384816.0,88360.0
Seychelles,2001,82519.0,460.0
Sierra Leone,2001,4220198.0,71740.0
Singapore,2001,4023237.0,680.0
Slovak Republic,2001,5386224.0,49030.0
Slovenia,2001,1988287.0,20270.0
Solomon Islands,2001,423535.0,28900.0
Somalia,2001,7610053.0,637660.0
South Africa,2001,45579161.0,1219090.0
Spain,2001,41230518.0,505020.0
Sri Lanka,2001,18914866.0,65610.0
Sudan,2001,28805142.0,2505810.0
Suriname,2001,484210.0,163820.0
Swaziland,2001,1074765.0,17360.0
Sweden,2001,8888675.0,450300.0
Switzerland,2001,7200945.0,41280.0
Syria,2001,16694414.0,185180.0
Tajikistan,2001,6290413.0,142550.0
Tanzania,2001,34899062.0,947300.0
Thailand,2001,63415174.0,513120.0
East Timor,2001,865848.0,14870.0
Togo,2001,5006223.0,56790.0
Tonga,2001,98434.0,750.0
Trinidad and Tobago,2001,1272383.0,5130.0
Tunisia,2001,9785665.0,163610.0
Turkey,2001,64182694.0,783560.0
Turkmenistan,2001,4551762.0,488100.0
Turks and Caicos Islands,2001,20186.0,950.0
Tuvalu,2001,9471.0,30.0
Uganda,2001,24534668.0,241550.0
Ukraine,2001,48310816.0,603550.0
United Arab Emirates,2001,3217865.0,83600.0
United Kingdom,2001,59080221.0,243610.0
United States,2001,285796198.0,9632030.0
Uruguay,2001,3327105.0,176220.0
Uzbekistan,2001,24814629.0,447400.0
Vanuatu,2001,189288.0,12190.0
Venezuela,2001,24940223.0,912050.0
West Bank and Gaza,2001,3309978.0,6020.0
Vietnam,2001,81123685.0,329250.0
Virgin Islands (U.S.),2001,108509.0,350.0
Zambia,2001,10861238.0,752610.0
Zimbabwe,2001,12603988.0,390760.0
Afghanistan,2002,21487079.0,652230.0
Albania,2002,3123112.0,28750.0
Algeria,2002,31990387.0,2381740.0
American Samoa,2002,58729.0,200.0
Andorra,2002,71046.0,470.0
Angola,2002,16109696.0,1246700.0
Antigua & Barbuda,2002,80030.0,440.0
Argentina,2002,37889443.0,2780400.0
Armenia,2002,3047249.0,29740.0
Aruba,2002,94995.0,180.0
Australia,2002,19514385.0,7741220.0
Austria,2002,8114698.0,83870.0
Azerbaijan,2002,8280599.0,86600.0
Bahamas,2002,309170.0,13880.0
Bahrain,2002,725365.0,710.0
Bangladesh,2002,136228456.0,144000.0
Barbados,2002,271479.0,430.0
Belarus,2002,9825802.0,207600.0
Belgium,2002,10364613.0,30530.0
Belize,2002,262202.0,22970.0
Benin,2002,7414744.0,112620.0
Bermuda,2002,64614.0,50.0
Bhutan,2002,598421.0,40070.0
Bolivia,2002,8653343.0,1098580.0
Bosnia-Herzegovina,2002,3808347.0,51210.0
Botswana,2002,1786672.0,581730.0
Brazil,2002,181045592.0,8514880.0
Brunei,2002,343383.0,5770.0
Bulgaria,2002,7869124.0,110990.0
Burkina Faso,2002,12290984.0,274220.0
Burundi,2002,7159918.0,27830.0
Cambodia,2002,12681984.0,181040.0
Cameroon,2002,16779434.0,475440.0
Canada,2002,31288572.0,9984670.0
Cape Verde,2002,455396.0,4030.0
Cayman Islands,2002,44742.0,260.0
Chad,2002,9002102.0,1284000.0
Channel Islands,2002,150905.0,190.0
Chile,2002,15544554.0,756090.0
China,2002,1284349938.0,9599990.0
Colombia,2002,41572493.0,1141750.0
Comoros,2002,575428.0,1860.0
"Congo, Dem. Rep.",2002,50971407.0,2344860.0
"Congo, Rep.",2002,3256867.0,342000.0
Costa Rica,2002,4063208.0,51100.0
Cote d'Ivoire,2002,17185421.0,322460.0
Croatia,2002,4396765.0,56540.0
Cuba,2002,11184540.0,109890.0
Cyprus,2002,979883.0,9250.0
Denmark,2002,5369058.0,43090.0
Djibouti,2002,745459.0,23200.0
Dominica,2002,69806.0,750.0
Ecuador,2002,13072056.0,256370.0
Egypt,2002,70908710.0,1001450.0
El Salvador,2002,5874301.0,21040.0
Equatorial Guinea,2002,567664.0,28050.0
Eritrea,2002,3788532.0,117600.0
Estonia,2002,1382735.0,45230.0
Ethiopia,2002,70391170.0,1104300.0
Faeroe Islands,2002,47452.0,1390.0
Fiji,2002,815691.0,18270.0
Finland,2002,5200632.0,338150.0
France,2002,60075783.0,549190.0
French Polynesia,2002,245032.0,4000.0
Gabon,2002,1289192.0,267670.0
Gambia,2002,1307674.0,11300.0
Georgia,2002,4629853.0,69700.0
Germany,2002,81699829.0,357040.0
Ghana,2002,19788181.0,238540.0
Gibraltar,2002,27903.0,10.0
Greece,2002,11011490.0,131960.0
Greenland,2002,56525.0,410450.0
Grenada,2002,102100.0,340.0
Guam,2002,157241.0,540.0
Guatemala,2002,12272208.0,108890.0
Guinea,2002,9114287.0,245860.0
Guinea-Bissau,2002,1372367.0,36130.0
Guyana,2002,743107.0,214970.0
Haiti,2002,8834739.0,27750.0
Honduras,2002,6499001.0,112490.0
"Hong Kong, China",2002,6854755.0,1092.0
Hungary,2002,10168101.0,93030.0
Iceland,2002,286865.0,103000.0
India,2002,1090189358.0,3287260.0
Indonesia,2002,217369087.0,1904570.0
Iran,2002,67696677.0,1745150.0
Iraq,2002,24943793.0,438320.0
Ireland,2002,3968213.0,70280.0
Isle of Man,2002,78318.0,570.0
Israel,2002,6240215.0,22070.0
Italy,2002,57655677.0,301340.0
Jamaica,2002,2634779.0,10990.0
Japan,2002,126249509.0,377890.0
Jordan,2002,4938935.0,88780.0
Kazakhstan,2002,15010919.0,2724900.0
Kenya,2002,32691980.0,580370.0
Kiribati,2002,87343.0,810.0
Kosovo,2002,2516714.0,10887.0
Kuwait,2002,2042215.0,17820.0
Kyrgyzstan,2002,5027919.0,199950.0
Laos,2002,5502340.0,236800.0
Latvia,2002,2316731.0,64550.0
Lebanon,2002,3522842.0,10450.0
Lesotho,2002,1885488.0,30360.0
Liberia,2002,3070673.0,111370.0
Libya,2002,5518341.0,1759540.0
Liechtenstein,2002,33995.0,160.0
Lithuania,2002,3432663.0,65300.0
Luxembourg,2002,443729.0,2590.0
"Macao, China",2002,444178.0,28.0
"Macedonia, FYR",2002,2028706.0,25710.0
Madagascar,2002,16736029.0,587040.0
Malawi,2002,11788731.0,118480.0
Malaysia,2002,24401977.0,330800.0
Maldives,2002,290147.0,300.0
Mali,2002,11723017.0,1240190.0
Malta,2002,391148.0,320.0
Marshall Islands,2002,52161.0,180.0
Mauritania,2002,2884672.0,1030700.0
Mauritius,2002,1201931.0,2040.0
Mayotte,2002,161205.0,370.0
Mexico,2002,105578297.0,1964380.0
"Micronesia, Fed. Sts.",2002,106983.0,700.0
Moldova,2002,4176647.0,33840.0
Monaco,2002,32648.0,2.0
Mongolia,2002,2443503.0,1564120.0
Montenegro,2002,613543.0,13810.0
Morocco,2002,29535591.0,446550.0
Mozambique,2002,19348715.0,799380.0
Myanmar,2002,48689952.0,676590.0
Namibia,2002,1957749.0,824290.0
Nepal,2002,24516969.0,147180.0
Netherlands,2002,16076427.0,41530.0
New Caledonia,2002,217701.0,18580.0
New Zealand,2002,3961695.0,267710.0
Nicaragua,2002,5171736.0,130370.0
Niger,2002,12075991.0,1267000.0
Nigeria,2002,129246283.0,923770.0
Northern Mariana Islands,2002,68499.0,460.0
Norway,2002,4537240.0,323800.0
Oman,2002,2323203.0,309500.0
Pakistan,2002,144271586.0,796100.0
Palau,2002,19575.0,460.0
Panama,2002,3144728.0,75420.0
Papua New Guinea,2002,5653284.0,462840.0
Paraguay,2002,5508615.0,406750.0
Peru,2002,26601463.0,1285220.0
Philippines,2002,81294378.0,300000.0
Poland,2002,38454823.0,312690.0
Portugal,2002,10362028.0,92120.0
Puerto Rico,2002,3794756.0,8870.0
Qatar,2002,634388.0,11590.0
Romania,2002,21851988.0,238390.0
Russia,2002,145195521.0,17098240.0
Rwanda,2002,8539029.0,26340.0
Samoa,2002,176592.0,2840.0
San Marino,2002,28142.0,60.0
Sao Tome and Principe,2002,143085.0,960.0
Saudi Arabia,2002,22668102.0,2149690.0
Senegal,2002,10389457.0,196720.0
Serbia,2002,9320350.0,88360.0
Seychelles,2002,84096.0,460.0
Sierra Leone,2002,4422154.0,71740.0
Singapore,2002,4136102.0,680.0
Slovak Republic,2002,5385480.0,49030.0
Slovenia,2002,1987855.0,20270.0
Solomon Islands,2002,434893.0,28900.0
Somalia,2002,7827203.0,637660.0
South Africa,2002,46272223.0,1219090.0
Spain,2002,41815486.0,505320.0
Sri Lanka,2002,19061066.0,65610.0
Sudan,2002,29569978.0,2505810.0
Suriname,2002,486271.0,163820.0
Swaziland,2002,1082195.0,17360.0
Sweden,2002,8911899.0,450300.0
Switzerland,2002,7242034.0,41280.0
Syria,2002,16997521.0,185180.0
Tajikistan,2002,6406518.0,142550.0
Tanzania,2002,35855480.0,947300.0
Thailand,2002,64136669.0,513120.0
East Timor,2002,894837.0,14870.0
Togo,2002,5142419.0,56790.0
Tonga,2002,99005.0,750.0
Trinidad and Tobago,2002,1277840.0,5130.0
Tunisia,2002,9864207.0,163610.0
Turkey,2002,65125766.0,783560.0
Turkmenistan,2002,4600172.0,488100.0
Turks and Caicos Islands,2002,21740.0,950.0
Tuvalu,2002,9530.0,30.0
Uganda,2002,25355794.0,241550.0
Ukraine,2002,47890647.0,603550.0
United Arab Emirates,2002,3394060.0,83600.0
United Kingdom,2002,59301235.0,243610.0
United States,2002,288470847.0,9632030.0
Uruguay,2002,3327770.0,176220.0
Uzbekistan,2002,25088682.0,447400.0
Vanuatu,2002,193957.0,12190.0
Venezuela,2002,25399143.0,912050.0
West Bank and Gaza,2002,3380907.0,6020.0
Vietnam,2002,81917488.0,329300.0
Virgin Islands (U.S.),2002,108417.0,350.0
Zambia,2002,11139978.0,752610.0
Zimbabwe,2002,12691431.0,390760.0
Afghanistan,2003,22507368.0,652230.0
Albania,2003,3117045.0,28750.0
Algeria,2003,32394886.0,2381740.0
American Samoa,2003,59117.0,200.0
Andorra,2003,74783.0,470.0
Angola,2003,16691395.0,1246700.0
Antigua & Barbuda,2003,80904.0,440.0
Argentina,2003,38309475.0,2780400.0
Armenia,2003,3036420.0,29740.0
Aruba,2003,97015.0,180.0
Australia,2003,19735255.0,7741220.0
Austria,2003,8155466.0,83870.0
Azerbaijan,2003,8371536.0,86600.0
Bahamas,2003,315757.0,13880.0
Bahrain,2003,761595.0,720.0
Bangladesh,2003,138600174.0,144000.0
Barbados,2003,272261.0,430.0
Belarus,2003,9758817.0,207600.0
Belgium,2003,10426169.0,30530.0
Belize,2003,269132.0,22970.0
Benin,2003,7665681.0,112620.0
Bermuda,2003,64875.0,50.0
Bhutan,2003,616474.0,40070.0
Bolivia,2003,8810420.0,1098580.0
Bosnia-Herzegovina,2003,3817313.0,51210.0
Botswana,2003,1810438.0,581730.0
Brazil,2003,183627339.0,8514880.0
Brunei,2003,349557.0,5770.0
Bulgaria,2003,7805041.0,110990.0
Burkina Faso,2003,12651596.0,274220.0
Burundi,2003,7401215.0,27830.0
Cambodia,2003,12901217.0,181040.0
Cameroon,2003,17218591.0,475440.0
Canada,2003,31596593.0,9984670.0
Cape Verde,2003,462675.0,4030.0
Cayman Islands,2003,46032.0,260.0
Chad,2003,9353516.0,1284000.0
Channel Islands,2003,152034.0,190.0
Chile,2003,15729268.0,756090.0
China,2003,1291485488.0,9599990.0
Colombia,2003,42152147.0,1141750.0
Comoros,2003,589500.0,1860.0
"Congo, Dem. Rep.",2003,52602208.0,2344860.0
"Congo, Rep.",2003,3331564.0,342000.0
Costa Rica,2003,4125970.0,51100.0
Cote d'Ivoire,2003,17491539.0,322460.0
Croatia,2003,4390291.0,56540.0
Cuba,2003,11214837.0,109890.0
Cyprus,2003,998150.0,9250.0
Denmark,2003,5382953.0,43090.0
Djibouti,2003,756656.0,23200.0
Dominica,2003,70058.0,750.0
Ecuador,2003,13289600.0,256370.0
Egypt,2003,72247626.0,1001450.0
El Salvador,2003,5900929.0,21040.0
Equatorial Guinea,2003,586772.0,28050.0
Eritrea,2003,3928408.0,117600.0
Estonia,2003,1372890.0,45230.0
Ethiopia,2003,72432290.0,1104300.0
Faeroe Islands,2003,47812.0,1390.0
Fiji,2003,816626.0,18270.0
Finland,2003,5213800.0,338150.0
France,2003,60464857.0,549190.0
French Polynesia,2003,248536.0,4000.0
Gabon,2003,1318093.0,267670.0
Gambia,2003,1350345.0,11300.0
Georgia,2003,4575993.0,69700.0
Germany,2003,81569481.0,357040.0
Ghana,2003,20305396.0,238540.0
Gibraltar,2003,28290.0,10.0
Greece,2003,11029587.0,131960.0
Greenland,2003,56717.0,410450.0
Grenada,2003,102371.0,340.0
Guam,2003,157823.0,540.0
Guatemala,2003,12573346.0,108890.0
Guinea,2003,9281572.0,245860.0
Guinea-Bissau,2003,1401716.0,36130.0
Guyana,2003,742537.0,214970.0
Haiti,2003,8976555.0,27750.0
Honduras,2003,6626304.0,112490.0
"Hong Kong, China",2003,6850361.0,1092.0
Hungary,2003,10141471.0,93030.0
Iceland,2003,289824.0,103000.0
India,2003,1108369577.0,3287260.0
Indonesia,2003,220307809.0,1904570.0
Iran,2003,68522074.0,1745150.0
Iraq,2003,25630426.0,438320.0
Ireland,2003,4040986.0,70280.0
Isle of Man,2003,78975.0,570.0
Israel,2003,6350762.0,22070.0
Italy,2003,58002003.0,301340.0
Jamaica,2003,2649825.0,10990.0
Japan,2003,126523884.0,377900.0
Jordan,2003,5042538.0,88780.0
Kazakhstan,2003,15139324.0,2724900.0
Kenya,2003,33551079.0,580370.0
Kiribati,2003,88892.0,810.0
Kosovo,2003,2471012.0,10887.0
Kuwait,2003,2095993.0,17820.0
Kyrgyzstan,2003,5050867.0,199950.0
Laos,2003,5579003.0,236800.0
Latvia,2003,2286946.0,64550.0
Lebanon,2003,3701464.0,10450.0
Lesotho,2003,1898778.0,30360.0
Liberia,2003,3124222.0,111370.0
Libya,2003,5609166.0,1759540.0
Liechtenstein,2003,34290.0,160.0
Lithuania,2003,3406030.0,65300.0
